0.0,0.0
0.1010101,0.0
0.2020202,0.0
0.3030303,0.0
0.4040404,0.0
0.5050505,0.0
0.6060606,0.0
0.7070707,0.0
0.8080808,0.0
0.90909094,0.0
1.010101,0.0
1.1111112,0.0
1.2121212,0.0
1.3131313,0.0
1.4141414,0.0
1.5151515,0.0
1.6161616,0.0
1.7171717,0.0
1.8181819,0.0
1.919192,0.0
2.020202,0.0
2.121212,0.0
2.2222223,0.0
2.3232324,0.0
2.4242425,0.0
2.5252526,0.0
2.6262627,0.0
2.7272727,0.0
2.8282828,0.0
2.929293,0.0
3.030303,0.0
3.131313,0.0
3.2323232,0.0
3.3333333,0.0
3.4343433,0.0
3.5353534,0.0
3.6363637,0.0
3.7373738,0.0
3.838384,0.0
3.939394,0.0
4.040404,0.0
4.141414,0.0
4.242424,0.0
4.3434343,0.0
4.4444447,0.0
4.5454545,0.0
4.646465,0.0
4.7474747,0.0
4.848485,0.0
4.949495,0.0
5.050505,1.0
5.151515,1.0
5.2525253,1.0
5.353535,1.0
5.4545455,1.0
5.5555553,1.0
5.6565657,1.0
5.757576,1.0
5.858586,1.0
5.959596,1.0
6.060606,1.0
6.1616163,1.0
6.262626,1.0
6.3636365,1.0
6.4646463,1.0
6.5656567,1.0
6.6666665,1.0
6.767677,1.0
6.8686867,1.0
6.969697,1.0
7.070707,1.0
7.171717,1.0
7.2727275,1.0
7.3737373,1.0
7.4747477,1.0
7.5757575,1.0
7.676768,1.0
7.7777777,1.0
7.878788,1.0
7.979798,1.0
8.080808,1.0
8.181818,1.0
8.282828,1.0
8.383839,1.0
8.484848,1.0
8.585858,1.0
8.686869,1.0
8.787879,1.0
8.888889,1.0
8.989899,1.0
9.090909,1.0
9.191919,1.0
9.29293,1.0
9.393939,1.0
9.494949,1.0
9.59596,1.0
9.69697,1.0
9.797979,1.0
9.89899,1.0
10.0,1.0
