0,1,2
0.5464487941847602,1.6490507843086233,4.0
0.704028120092986,-0.8898682981083151,2.0
0.04707254942793069,-1.7560638298916484,2.0
1.033003902885601,-0.44165142598348345,2.0
-0.7844663452990097,-2.3803603910050284,3.0
1.7847262938044033,-0.9670750112014733,2.0
0.4856438866216204,-0.20647749447006103,2.0
0.8020560965319072,-1.0973001282549257,2.0
0.495830906827012,0.48575811718952344,4.0
-1.2519695494886682,-0.5903752705359766,0.0
0.19420372139067246,0.33038962443705433,4.0
-2.1246512152461827,0.9069804102591286,0.0
0.5081910416332728,-0.5498554760100159,2.0
0.4222749427094477,-0.3414524396516509,2.0
-0.8762387910199275,0.07901793720448683,0.0
-0.24545953975764795,1.2755800452595425,4.0
1.7503309200814772,-1.585489080226199,2.0
-0.2874072380294775,0.08352685705579224,4.0
0.42505768909381786,-1.0342114424618687,2.0
0.43555737452537685,0.2173053141630516,2.0
1.5507136080285366,-0.32592722199506363,2.0
-0.02666004021080896,0.266789455134198,4.0
-1.9254063098642615,-0.28284122034288595,0.0
-0.28510666313933425,1.1139802055830688,4.0
0.371471970768589,1.1816939398217678,4.0
0.4974489715660358,-0.22243302179984897,2.0
0.9383495151442144,-0.7164424543948604,2.0
-2.4061790268725383,-1.1722977760897635,0.0
-0.26639816054516824,0.3165454898197287,4.0
1.237877321448258,1.4395107898462056,4.0
-0.7676218998855834,1.971016608236666,4.0
-0.5977740307365251,-1.364059206494947,0.0
-0.5556878036996262,1.7470116430872045,4.0
-0.18510038620441713,1.2694806690264877,4.0
-0.30237563636928516,0.9013768480569027,4.0
-1.2155051647314,-0.817109119862759,0.0
1.75676441033335,-0.5094261265191541,2.0
-0.8742470026433085,1.8520894461264485,4.0
-1.9996225505894136,-0.03483811191143221,0.0
-0.26547842853262454,0.23918142692902208,4.0
-0.7313198165906856,-0.4875830814395563,0.0
-0.10618820628611948,1.8221777801751071,4.0
-0.0631135317462202,-1.0845956147714493,2.0
-0.7258305038027786,-0.3822323904104965,0.0
-0.11873664003726934,-0.017965413905056103,2.0
1.2743913440144916,-1.3276274383730469,2.0
0.639075286311053,1.1816316446733377,4.0
1.0390682968412028,1.0571013196023962,4.0
-0.012798219366792615,-0.38517274540786095,2.0
0.09908663219499184,0.7744444406438876,4.0
-0.17976192290727133,0.38014107968509897,4.0
2.2037650327296805,0.5866905703465892,1.0
-0.832919091925333,0.6672606409371731,4.0
0.10435218679667459,0.5149687669321733,4.0
0.1784838821158754,1.0147923656599114,4.0
-0.7793885148440967,-1.2148334750020713,0.0
1.2025572682588768,1.6277818043704655,4.0
-1.070407257384199,-1.9888482905357534,3.0
1.2400349079846726,1.1114980266670804,4.0
0.25600433563378416,1.4317524862246132,4.0
0.3885897774964105,1.1806332516768945,4.0
1.9773495560720402,-0.1363250915150435,2.0
0.13496736797296355,-0.3850388235082734,2.0
1.2800282718714056,-0.8155482564927881,2.0
-1.4020605888194102,1.5904044752278568,4.0
1.6934688978252062,0.3434707609351295,2.0
1.9056420778535845,-1.9286074169218421,2.0
1.0776284669511706,1.327126379060723,4.0
0.021862666942906495,1.4394323036892744,4.0
-0.9408036265676222,-0.1961810818310113,0.0
-1.6809552626322746,-1.1765778269823923,0.0
-0.7310957352167347,0.5942876614303253,4.0
-1.4503705243520133,0.5652981945038487,0.0
1.1854074210294894,0.20038551202922486,2.0
0.9445910285986006,-0.8214332613280407,2.0
-0.7402755959914536,0.7222996393488166,4.0
-0.9500018954602752,1.0197555545939019,4.0
-0.29402970193639216,0.6305940763744081,4.0
-1.5193388949399589,-0.7127119363695671,0.0
0.27328899211334523,0.13457383062991024,2.0
